iter	Passed	Remaining
829	28193	5774
830	28230	5741
831	28264	5707
832	28292	5672
833	28319	5636
834	28351	5602
835	28386	5568
836	28427	5536
837	28458	5501
838	28492	5467
839	28524	5433
840	28554	5398
841	28585	5363
842	28621	5330
843	28651	5295
844	28682	5261
845	28715	5227
846	28746	5192
847	28780	5158
848	28807	5123
849	28847	5090
850	28877	5056
851	28914	5022
852	28950	4989
853	28979	4954
854	29007	4919
855	29039	4885
856	29068	4850
857	29094	4815
858	29130	4781
859	29167	4748
860	29201	4714
861	29234	4680
862	29270	4646
863	29304	4612
864	29333	4578
865	29361	4543
866	29386	4507
867	29419	4473
868	29449	4439
869	29479	4404
870	29514	4371
871	29556	4338
872	29597	4305
873	29629	4271
874	29663	4237
875	29701	4204
876	29729	4169
877	29763	4135
878	29795	4101
879	29823	4066
880	29853	4032
881	29879	3997
882	29917	3964
883	29947	3929
884	29973	3894
885	30004	3860
886	30029	3825
887	30057	3790
888	30085	3756
889	30112	3721
890	30137	3686
891	30163	3652
892	30191	3617
893	30218	3582
894	30248	3548
895	30279	3514
896	30307	3480
897	30336	3445
898	30374	3412
899	30405	3378
900	30439	3344
901	30472	3310
902	30507	3277
903	30538	3242
904	30572	3209
905	30599	3174
906	30627	3140
907	30655	3106
908	30682	3071
909	30714	3037
910	30738	3003
911	30775	2969
912	30810	2935
913	30842	2901
914	30872	2867
915	30909	2834
916	30941	2800
917	30969	2766
918	30999	2732
919	31027	2698
920	31056	2663
921	31081	2629
922	31113	2595
923	31139	2561
924	31170	2527
925	31199	2493
926	31229	2459
927	31260	2425
928	31290	2391
929	31323	2357
930	31354	2323
931	31384	2289
932	31414	2255
933	31442	2221
934	31470	2187
935	31498	2153
936	31527	2119
937	31557	2085
938	31587	2052
939	31616	2018
940	31640	1983
941	31671	1950
942	31701	1916
943	31731	1882
944	31758	1848
945	31786	1814
946	31814	1780
947	31843	1746
948	31884	1713
949	31919	1679
950	31951	1646
951	31983	1612
952	32014	1578
953	32045	1545
954	32077	1511
955	32105	1477
956	32134	1443
957	32166	1410
958	32194	1376
959	32226	1342
960	32258	1309
961	32290	1275
962	32327	1242
963	32356	1208
964	32391	1174
965	32421	1141
966	32451	1107
967	32480	1073
968	32510	1040
969	32537	1006
970	32568	972
971	32598	939
972	32631	905
973	32662	871
974	32693	838
975	32726	804
976	32756	771
977	32786	737
978	32817	703
979	32845	670
980	32884	636
981	32933	603
982	32966	570
983	32998	536
984	33039	503
985	33065	469
986	33092	435
987	33123	402
988	33151	368
989	33175	335
990	33203	301
991	33233	268
992	33263	234
993	33289	200
994	33317	167
995	33348	133
996	33374	100
997	33401	66
998	33430	33
999	33457	0
